,input_texts,target_texts
1848,Will she come?,Θα 'ρθει;
1849,You are drunk!,Είσαι μεθυσμένος!
1850,You are drunk!,Είσαι μεθυσμένη!
1851,You are drunk!,Είστε μεθυσμένοι!
1852,You are drunk!,Είστε μεθυσμένες!
1853,You are drunk!,Είστε μεθυσμένος!
1854,You are drunk!,Είστε μεθυσμένη!
1855,You are drunk!,Είσαι πιωμένος!
1856,You are drunk!,Είσαι πιωμένη!
1857,You are drunk!,Είστε πιωμένος!
1858,You are drunk!,Είστε πιωμένη!
1859,You are drunk!,Είστε πιωμένοι!
1860,You are drunk!,Είστε πιωμένες!
1861,You are lying.,Λες ψέματα.
1862,You are wrong.,Κάνεις λάθος.
1863,You hypocrite!,Υποκρίτρια!
1864,You hypocrite!,Υποκριτή!
1865,You look busy.,Φαίνεσαι απασχολημένος.
1866,You look busy.,Φαίνεσαι απασχολημένη.
1867,You look busy.,Φαίνεστε απασχολημένοι.
1868,You look busy.,Φαίνεστε απασχολημένες.
1869,You look busy.,Φαίνεστε απασχολημένος.
1870,You look busy.,Φαίνεστε απασχολημένη.
1871,You look pale.,Φαίνεσαι χλωμός.
1872,You look pale.,Φαίνεσαι χλωμή.
1873,You look pale.,Φαίνεστε χλωμοί.
1874,You look pale.,Φαίνεστε χλωμές.
1875,You look pale.,Φαίνεστε χλωμός.
1876,You look pale.,Φαίνεστε χλωμή.
1877,You must stay.,Πρέπει να μείνεις.
1878,You must stay.,Πρέπει να μείνετε.
1879,You need help.,Χρειάζεστε βοήθεια.
1880,You need help.,Χρειάζεσαι βοήθεια.
1881,You ruined it.,Το κατάστρεψες.
1882,You ruined it.,Τον κατάστρεψες.
1883,You ruined it.,Την κατάστρεψες.
1884,You ruined it.,Το κατέστρεψες.
1885,You ruined it.,Τον κατέστρεψες.
1886,You ruined it.,Την κατέστρεψες.
1887,You ruined it.,Τον καταστρέψατε.
1888,You ruined it.,Την καταστρέψατε.
1889,You ruined it.,Το καταστρέψατε.
1890,You ruined me.,Με κατάστρεψες.
1891,You ruined me.,Με κατέστρεψες.
1892,You ruined me.,Με καταστρέψατε.
1893,You smell bad.,Μυρίζεις άσχημα.
1894,You smell bad.,Μυρίζετε άσχημα.
1895,You were busy.,Ήσουνα απασχολημένος.
1896,You were busy.,Ήσουνα απασχολημένη.
1897,You were busy.,Ήσουν απασχολημένος.
1898,You were busy.,Ήσουν απασχολημένη.
1899,You were busy.,Ήσαστε απασχολημένος.
1900,You were busy.,Ήσαστε απασχολημένη.
1901,You were busy.,Ήσασταν απασχολημένος.
1902,You were busy.,Ήσασταν απασχολημένη.
1903,You were busy.,Ήσαστε απασχολημένοι.
1904,You were busy.,Ήσαστε απασχολημένες.
1905,You were busy.,Ήσασταν απασχολημένες.
1906,You were busy.,Ήσασταν απασχολημένοι.
1907,You will help.,Θα βοηθήσεις.
1908,You will help.,Θα βοηθήσετε.
1909,You will lose.,Θα χάσεις.
1910,You will lose.,Θα χάσετε.
1911,You will obey.,Θα υπακούσετε.
1912,You will obey.,Θα υπακούσεις.
1913,You will stop.,Θα σταματήσεις.
1914,You will stop.,Θα σταματήσετε.
1915,You will wait.,Θα περιμένεις.
1916,You will wait.,Θα περιμένετε.
1917,You won't die.,Δε θα πεθάνετε.
1918,You won't die.,Δε θα πεθάνεις.
1919,You work hard.,Εργάζεσαι σκληρά.
1920,You work hard.,Εργάζεστε σκληρά.
1921,You're a liar.,Είσαι ένας ψεύτης.
1922,You're a liar.,Είσαι μια ψεύτρα.
1923,You're a liar.,Είστε μια ψεύτρα.
1924,You're a liar.,Είστε ένας ψεύτης.
1925,You're a liar.,Είσαι ψεύτρα.
1926,You're a liar.,Είσαι ψεύτης.
1927,You're a liar.,Είστε ψεύτης.
1928,You're a liar.,Είστε ψεύτρα.
1929,You're losing.,Χάνεις.
1930,You're losing.,Χάνετε.
1931,You're mature.,Είσαι ώριμος.
1932,You're mature.,Είσαι ώριμη.
1933,You're mature.,Είστε ώριμος.
1934,You're mature.,Είστε ώριμη.
1935,You're mature.,Είστε ώριμοι.
1936,You're mature.,Είστε ώριμες.
1937,"A beer, please.","Μια μπίρα, παρακαλώ."
1938,Apples are red.,Τα μήλα είναι κόκκινα.
1939,Are you hungry?,Πεινάς;
1940,Are you hungry?,Πεινάτε;
1941,Aren't you Tom?,Δεν είσαι ο Τομ;
1942,Aren't you Tom?,Ο Τομ δεν είσαι;
1943,Both are alive.,Και οι δύο είναι ζωντανές.
1944,Both are alive.,Και οι δύο είναι ζωντανοί.
1945,Both are alive.,Και τα δύο είναι ζωντανά.
1946,Both are alive.,Αμφότερα είναι ζωντανά.
1947,Both are alive.,Αμφότεροι είναι ζωντανοί.
1948,Both are alive.,Αμφότερες είναι ζωντανές.
1949,Can I help you?,Μπορώ να σας βοηθήσω;
1950,Can I help you?,Μπορώ να σε βοηθήσω;
1951,Can I sit here?,Μπορώ να καθίσω εδώ;
1952,Can I sit here?,Μπορώ να κάτσω εδώ;
1953,Can you answer?,Μπορείς να απαντήσεις;
1954,Can you answer?,Μπορείς ν' απαντήσεις;
1955,Can you answer?,Μπορείτε να απαντήσετε;
1956,Can you answer?,Μπορείτε ν' απαντήσετε;
1957,Cats are smart.,Οι γάτες είναι έξυπνες.
1958,"Coffee, please.","Καφέ, παρακαλώ."
1959,Did Tom see it?,Το είδε ο Τομ;
1960,Do you hear me?,Με ακούς;
1961,Do you hear me?,Με ακούτε;
1962,Do you know me?,Με ξέρεις;
1963,Do you know me?,Με ξέρετε;
1964,Do you like me?,Σ' αρέσω;
1965,Do you like me?,Σας αρέσω;
1966,Do you like me?,Σου αρέσω;
1967,Do you love me?,Με αγαπάτε;
1968,Do you promise?,Υπόσχεσαι;
1969,Does this hurt?,Πονάει αυτό;
1970,Dogs are smart.,Οι σκύλοι είναι έξυπνοι.
1971,Don't touch me!,Μη μ' αγγίζεις!
1972,Don't touch me.,Μη μ' αγγίζεις!
1973,Don't touch me.,Μη μ' αγγίζετε!
1974,Everybody dies.,Όλοι πεθαίνουν.
1975,Everybody lies.,Όλοι λεν ψέματα.
1976,Everybody paid.,Όλοι πλήρωσαν.
1977,Give it to Tom.,Δώσε το στον Τομ.
1978,Give it to Tom.,Δώστε το στον Τομ.
1979,Good afternoon.,Καλησπέρα.
1980,Good afternoon.,Καλό απόγευμα.
1981,Good afternoon.,Καλησπέρα!
1982,Happy New Year!,Καλή χρονιά!
1983,Happy New Year!,Ευτυχισμένος ο καινούριος χρόνος!
1984,Happy birthday!,Χαρούμενα γενέθλια.
1985,Have you eaten?,Έχεις φάει;
1986,Have you eaten?,Έχετε φάει;
1987,He became rich.,Έγινε πλούσιος.
1988,He disappeared.,Εξαφανίστηκε.
1989,He doesn't lie.,Δε λέει ψέματα.
1990,He drives fast.,Οδηγεί γρήγορα.
1991,He felt uneasy.,Ένιωσε άβολα.
1992,He felt uneasy.,Αισθάνθηκε άβολα.
1993,He is American.,Είναι Αμερικάνος.
1994,He is homeless.,Είναι άστεγος.
1995,He is powerful.,Είναι πανίσχυρος.
1996,He is punctual.,Είναι ακριβής.
1997,He looked well.,Φαινόταν καλά.
1998,He loves music.,Αγαπάει τη μουσική.
1999,He needs money.,Χρειάζεται λεφτά.
2000,He needs money.,Χρειάζεται χρήματα.
2001,He respects me.,Με σέβεται.
2002,He seems happy.,Φαίνεται χαρούμενος.
2003,He seems happy.,Φαίνεται ευτυχισμένος.
2004,He seems tired.,Δείχνει κουρασμένος.
2005,He seems tired.,Φαίνεται κουρασμένος.
2006,He trusted you.,Σε εμπιστεύτηκε.
2007,He trusted you.,Σ' εμπιστεύτηκε.
2008,He trusted you.,Σας εμπιστεύτηκε.
2009,He was English.,Ήταν Εγγλέζος.
2010,He was English.,Ήταν Άγγλος.
2011,He was patient.,Ήταν υπομονετικός.
2012,He will not go.,Δε θα πάει.
2013,How was Boston?,Πώς ήταν η Βοστώνη;
2014,How's the wife?,Πώς είναι η σύζυγος;
2015,I am in London.,Είμαι στο Λονδίνο.
2016,I ate the meat.,Έφαγα το κρέας.
2017,I believed you.,Σε πίστεψα.
2018,I believed you.,Σας πίστεψα.
2019,I betrayed you.,Σε πρόδωσα.
2020,I betrayed you.,Σας πρόδωσα.
2021,I broke my leg.,Έσπασα το πόδι μου.
2022,I didn't laugh.,Δε γέλασα.
2023,I drink coffee.,Πίνω καφέ.
2024,I feel for you.,Σε συμπονώ.
2025,I followed him.,Τον ακολούθησα.
2026,I got up early.,Σηκώθηκα νωρίς.
2027,I hate Mondays.,Μισώ τις Δευτέρες.
2028,I hate ironing.,Μισώ το σιδέρωμα.
2029,I hate karaoke.,Μισώ το καραόκε.
2030,I hate riddles.,Μισώ τους γρίφους.
2031,I hate spinach.,Μισώ το σπανάκι.
2032,I have a dream.,Έχω ένα όνειρο.
2033,I have an idea.,Έχω μια ιδέα.
2034,I have changed.,Έχω αλλάξει.
2035,I have no kids.,Δεν έχω παιδιά.
2036,I have no time.,Δεν έχω χρόνο.
2037,I have one kid.,Έχω ένα παιδί.
2038,I like castles.,Μου αρέσουν τα κάστρα.
2039,I like castles.,Μ' αρέσουν τα κάστρα.
2040,I like chicken.,Μου αρέσει το κοτόπουλο.
2041,I like cookies.,Μου αρέσουν τα μπισκότα.
2042,I like flowers.,Μου αρέσουν τα λουλούδια.
2043,I like flowers.,Μ' αρέσουν τα λουλούδια.
2044,I like my life.,Μου αρέσει η ζωή μου.
2045,I like my life.,Μ' αρέσει η ζωή μου.
2046,I like reading.,Μου αρέσει να διαβάζω.
2047,I like reading.,Μ' αρέσει να διαβάζω.
2048,I like singing.,Μ' αρέσει να τραγουδώ.
2049,I like singing.,Μου αρέσει να τραγουδάω.
2050,I like to read.,Μου αρέσει να διαβάζω.
2051,I like to read.,Μ' αρέσει να διαβάζω.
2052,I like to sing.,Μ' αρέσει να τραγουδώ.
2053,I like to sing.,Μου αρέσει να τραγουδάω.
2054,I like to swim.,Μ' αρέσει να κολυμπάω.
2055,I like to swim.,Μου αρέσει να κολυμπώ.
2056,I like turtles.,Μ' αρέσουν οι χελώνες.
2057,I like turtles.,Μου αρέσουν οι χελώνες.
2058,I love carrots.,Λατρεύω τα καρότα.
2059,I love flowers.,Αγαπάω τα λουλούδια.
2060,I love my life.,Λατρεύω τη ζωή μου.
2061,I love my work.,Αγαπάω τη δουλειά μου.
2062,I love my work.,Αγαπώ τη δουλειά μου.
2063,I love the sun.,Λατρεύω τον ήλιο.
2064,I must buy one.,Πρέπει να αγοράσω ένα.
2065,I need friends.,Χρειάζομαι φίλους.
2066,I need friends.,Χρειάζομαι φίλες.
2067,I need my keys.,Χρειάζομαι τα κλειδιά μου.
2068,I paid nothing.,Δεν πλήρωσα τίποτα.
2069,I said nothing.,Δεν είπα τίποτα.
2070,I saw five men.,Είδα πέντε άντρες.
2071,I sell flowers.,Πουλάω λουλούδια.
2072,I speak French.,Μιλάω Γαλλικά.
2073,I teach French.,Διδάσκω Γαλλικά.
2074,I think we can.,Νομίζω ότι μπορούμε.
2075,I turned right.,Έστριψα δεξιά.
2076,I usually walk.,Συνήθως περπατάω.
2077,I want a drink.,Θέλω ένα ποτό.
2078,I want details.,Θέλω λεπτομέρειες.
2079,I want revenge.,Θέλω εκδίκηση.
2080,I want to help.,Θέλω να βοηθήσω.
2081,I was all ears.,Ήμουν όλος αυτιά.
2082,I was all ears.,Ήμουν όλη αυτιά.
2083,I was barefoot.,Ήμουν ξυπόλυτος.
2084,I was barefoot.,Ήμουν ξυπόλυτη.
2085,I was sleeping.,Κοιμόμουν.
2086,I wasn't alone.,Δεν ήμουν μόνος.
2087,I wasn't alone.,Δεν ήμουν μόνη.
2088,I wasn't angry.,Δεν ήμουν θυμωμένος.
2089,I wasn't angry.,Δεν ήμουν θυμωμένη.
2090,I wasn't drunk.,Δεν ήμουν πιωμένος.
2091,I wasn't drunk.,Δεν ήμουν μεθυσμένος.
2092,I wasn't drunk.,Δεν ήμουν πιωμένη.
2093,I wasn't drunk.,Δεν ήμουν μεθυσμένη.
2094,I went fishing.,Πήγα για ψάρεμα.
2095,I will survive.,Θα επιβιώσω.
2096,I will take it.,Θα τον πάρω.
2097,I will take it.,Θα την πάρω.
2098,I won't forget.,Δε θα ξεχάσω.
2099,I won't return.,Δε θα επιστρέψω.
2100,I won't return.,Δε θα γυρίσω.
2101,I'll find them.,Θα τους βρω.
2102,I'll find them.,Θα τις βρω.
2103,I'll find them.,Θα τα βρω.
2104,I'll need help.,Θα χρειαστώ βοήθεια.
2105,I'll pay later.,Θα πληρώσω αργότερα.
2106,I'll phone you.,Θα σου τηλεφωνήσω.
2107,I'll phone you.,Θα σας τηλεφωνήσω.
2108,I'll shoot you.,Θα σε πυροβολήσω.
2109,I'll shoot you.,Θα σας πυροβολήσω.
2110,I'll stay here.,Θα μείνω εδώ.
2111,I'll stay home.,Θα μείνω σπίτι.
2112,I'll trust you.,Θα σας εμπιστευτώ.
2113,I'll trust you.,Θα σε εμπιστευτώ.
2114,I'll trust you.,Θα σ' εμπιστευτώ.
2115,I'll wait here.,Θα περιμένω εδώ.
2116,I'm Tom's wife.,Είμαι η σύζυγος του Τομ.
2117,I'm a diabetic.,Είμαι διαβητικός.
2118,I'm a diabetic.,Είμαι διαβητική.
2119,I'm a free man.,Εγώ είμαι ελεύθερος άνθρωπος.
2120,I'm afraid not.,Φοβάμαι πως όχι.
2121,I'm an atheist.,Είμαι άθεος.
2122,I'm firing you.,Σε απολύω.
2123,I'm firing you.,Σας απολύω.
2124,I'm in a hurry.,Βιάζομαι.
2125,I'm not hiding.,Δεν κρύβομαι.
2126,I'm not joking.,Δεν αστειεύομαι.
2127,I'm often here.,Είμαι συχνά εδώ.
2128,I'm reading it.,Το διαβάζω.
2129,I'm reading it.,Τον διαβάζω.
2130,I'm reading it.,Τη διαβάζω.
2131,I'm unemployed.,Είμαι άνεργος.
2132,I'm unemployed.,Είμαι άνεργη.
2133,I'm very happy.,Είμαι πολύ χαρούμενος.
2134,I'm very happy.,Είμαι πολύ χαρούμενη.
2135,I'm very short.,Είμαι πολύ κοντός.
2136,I'm very tired.,Είμαι πολύ κουρασμένος.
2137,I'm very tired.,Είμαι πολύ κουρασμένη.
2138,Is Tom jealous?,Ο Τομ ζηλεύει;
2139,Is Tom jealous?,Ζηλεύει ο Τομ;
2140,Is Tom married?,Ο Τομ είναι παντρεμένος;
2141,Is Tom married?,Είναι παντρεμένος ο Τομ;
2142,Is he American?,Είναι Αμερικάνος;
2143,Is he Japanese?,Είναι Ιάπωνας;
2144,Is he Japanese?,Είναι Γιαπωνέζος;
2145,Is he sleeping?,Κοιμάται;
2146,Is she married?,Είναι παντρεμένη;
2147,Is this normal?,Είναι αυτό φυσιολογικό;
2148,Is this normal?,Είναι φυσιολογικό αυτό;
2149,It is Saturday.,Είναι Σάββατο.
2150,It was strange.,Ήταν παράξενο.
2151,It wasn't true.,Δνε ήταν αλήθεια.
2152,It'll be ready.,Θα είναι έτοιμος.
2153,It'll be ready.,Θα είναι έτοιμο.
2154,It'll be ready.,Θα είναι έτοιμη.
2155,It'll be ready.,Θα 'ναι έτοιμος.
2156,It'll be ready.,Θα 'ναι έτοιμη.
2157,It'll be ready.,Θα 'ναι έτοιμο.
2158,It's brand new.,Είναι ολοκαίνουργιο.
2159,It's dangerous!,Είναι επικίνδυνο!
2160,It's dangerous!,Είν' επικίνδυνο!
